Date,Sum of Nitric oxide,Sum of Nitrogen dioxide,Sum of Nitrogen oxides as nitrogen dioxide
13/08/2015,396.48581,1113.94422,1721.88064
14/08/2015,150.48227,985.99083,1216.7271
15/08/2015,237.84069,964.17047,1328.85443
16/08/2015,207.33163,1053.13917,1371.04322
17/08/2015,321.43306,1344.92355,1837.78069
18/08/2015,189.90914,1195.47732,1486.6672
19/08/2015,86.0975,802.36612,934.38041
20/08/2015,122.89897,583.86187,772.30432
21/08/2015,156.23522,661.87082,901.42822
22/08/2015,310.32505,1282.95204,1758.7771
23/08/2015,71.45794,971.58939,1081.15665
24/08/2015,590.37745,1333.3126,2238.5454
25/08/2015,151.68937,752.00775,984.59484
26/08/2015,96.6618,701.67969,849.89237
27/08/2015,134.02,844.21625,1049.7107
28/08/2015,95.92113,753.91136,900.98833
29/08/2015,186.11059,1079.94049,1365.30603
30/08/2015,348.88321,1110.23608,1645.18287
31/08/2015,409.64763,1161.22269,1789.34026
01/09/2015,577.11013,1362.79459,2247.68442
02/09/2015,602.22837,1427.5528,2350.95672
03/09/2015,466.60829,1331.06796,2046.52404
04/09/2015,502.29292,1401.61753,2171.78929
05/09/2015,450.81404,1351.89174,2043.13032
06/09/2015,392.91532,1138.41657,1740.87832
07/09/2015,412.22343,1150.52239,1782.58946
08/09/2015,297.34978,1056.2323,1512.16229
09/09/2015,297.42917,1182.0986,1638.15028
10/09/2015,484.40019,1320.35845,2063.09503
11/09/2015,527.10088,1536.81203,2345.02207
12/09/2015,56.95975,887.33401,974.67105
13/09/2015,224.85474,1074.63343,1419.40589
14/09/2015,246.2166,930.68497,1308.21182
15/09/2015,113.99323,868.96351,1043.75073
16/09/2015,765.7025,1528.08015,2702.14098
17/09/2015,321.45543,1118.08767,1610.9791
18/09/2015,680.85418,1361.10698,2405.06882
19/09/2015,560.97651,1372.56715,2232.71912
20/09/2015,242.54736,939.06939,1310.97015
21/09/2015,164.73175,1148.54393,1401.12908
22/09/2015,881.81233,1451.78611,2803.87944
23/09/2015,305.45132,1138.11917,1606.47133
24/09/2015,206.96958,930.65915,1248.0081
25/09/2015,1106.31032,1421.77964,3118.0984
26/09/2015,659.58223,1403.26612,2414.61142
27/09/2015,515.09364,1260.89136,2050.69057
28/09/2015,684.19333,1247.44805,2296.52987
29/09/2015,636.40988,1233.44009,2209.25498
30/09/2015,551.37864,1260.16667,2105.6021
01/10/2015,742.02886,1346.66555,2484.42726
02/10/2015,647.09853,1393.96484,2386.16872
03/10/2015,722.29013,1594.97862,2702.47472
04/10/2015,180.22536,1319.54038,1595.88214
05/10/2015,299.33705,1111.99602,1570.97307
06/10/2015,336.62372,1123.90469,1640.05386
07/10/2015,327.96548,1124.24719,1627.12058
08/10/2015,1024.12519,1575.30936,3145.61275
09/10/2015,2832.60833,1863.67628,6206.94846
10/10/2015,659.8163,1318.85762,2330.56183
11/10/2015,268.94306,1064.4661,1476.83967
12/10/2015,813.30104,1357.48166,2604.52587
13/10/2015,879.97048,1450.37006,2799.63928
14/10/2015,850.21914,1341.52727,2645.17844
15/10/2015,1062.54263,1319.4669,2948.67626
16/10/2015,836.98531,1418.75688,2702.11643
17/10/2015,678.2643,1328.03331,2368.02405
18/10/2015,806.37197,1140.50235,2376.9221
19/10/2015,1057.85531,1469.43448,3091.45666
20/10/2015,1292.00856,1755.43054,3736.48264
21/10/2015,339.40311,1169.40658,1689.81744
22/10/2015,543.3396,1499.55621,2332.66529
23/10/2015,248.43598,1265.92489,1646.85471
24/10/2015,213.97588,1187.98683,1516.07859
25/10/2015,296.21435,1235.64011,1689.82907
26/10/2015,593.9518,1225.28982,2136.00321
27/10/2015,794.86937,1231.51216,2450.29485
28/10/2015,283.1889,1368.15836,1802.37524
29/10/2015,279.89662,1252.42359,1681.59243
30/10/2015,422.03935,1149.61427,1796.73225
31/10/2015,1142.42434,1104.34813,2856.04097
01/11/2015,3839.45029,1663.5765,7550.65154
02/11/2015,1734.75211,1510.01696,4169.9331
03/11/2015,1099.51085,1233.32761,2919.22071
04/11/2015,1107.19133,1435.86772,3133.53736
05/11/2015,175.5101,1072.73464,1341.84635
06/11/2015,127.98482,902.94959,1099.19031
07/11/2015,65.16749,816.76964,916.69169
08/11/2015,77.67561,857.47545,976.57637
09/11/2015,58.2694,695.54278,784.88796
10/11/2015,86.51719,764.28646,896.94434
11/11/2015,79.87046,854.14628,976.61257
12/11/2015,167.30847,1016.64629,1273.18234
13/11/2015,125.97503,960.29735,1153.45634
14/11/2015,89.16741,890.03655,1026.75797
15/11/2015,47.18703,463.46395,535.81639
16/11/2015,95.50119,895.06212,1041.49523
17/11/2015,88.25033,735.58004,870.8953
18/11/2015,109.42408,766.48746,934.26869
19/11/2015,275.03142,1196.80999,1618.51894
20/11/2015,404.071,1529.89578,2149.46259
21/11/2015,945.7454,1403.00392,2853.12665
22/11/2015,857.7408,1609.69789,2924.88202
23/11/2015,971.27409,1544.24253,3033.50871
24/11/2015,584.55143,1427.53191,2323.83159
25/11/2015,1329.70152,1854.82667,3893.67389
26/11/2015,1093.21512,1646.5825,3322.82229
27/11/2015,310.9495,1156.11341,1632.896
28/11/2015,132.50391,900.37314,1103.54294
29/11/2015,39.20225,573.76229,633.87151
30/11/2015,80.39286,837.66689,960.93418
01/12/2015,177.27834,1064.86521,1336.6882
02/12/2015,103.9915,980.41924,1139.87055
03/12/2015,132.38324,943.68408,1146.66888
04/12/2015,272.51727,1057.03478,1474.88877
05/12/2015,37.53585,574.0941,631.64823
06/12/2015,42.37254,703.71904,768.68938
07/12/2015,274.5352,1031.64092,1452.58903
08/12/2015,122.60355,1035.32885,1223.31834
09/12/2015,154.54171,948.93726,1185.89789
10/12/2015,121.42302,996.37728,1182.55658
11/12/2015,250.60616,1313.56112,1697.81854
12/12/2015,122.87301,1023.14544,1211.54804
13/12/2015,692.83732,1313.13079,2375.46655
14/12/2015,433.87572,1167.08832,1832.35512
15/12/2015,901.87752,1153.23449,2536.09407
16/12/2015,124.34011,1017.93467,1208.58685
17/12/2015,266.27132,1027.6752,1435.95219
18/12/2015,127.14498,1056.84511,1251.79803
19/12/2015,103.55657,777.75689,936.54136
20/12/2015,49.96488,784.81,861.42171
21/12/2015,100.93161,1033.75281,1188.51246
22/12/2015,47.25146,646.70665,719.15787
23/12/2015,70.79332,807.75793,916.30618
24/12/2015,38.81973,654.92129,714.44404
25/12/2015,14.84354,501.99174,524.75144
26/12/2015,20.00203,387.51154,418.18089
27/12/2015,43.30627,629.04421,695.4462
28/12/2015,254.13531,916.07747,1305.74617
29/12/2015,64.81938,821.65432,921.04264
30/12/2015,63.44393,632.64307,729.92235
31/12/2015,48.13071,658.60047,732.39986
01/01/2016,377.87609,1200.34478,1779.7467
02/01/2016,167.00611,864.52843,1120.60085
03/01/2016,103.81819,995.19343,1154.3791
04/01/2016,148.04278,1215.48554,1442.4813
05/01/2016,407.13578,1347.11752,1971.38364
06/01/2016,2099.09802,864.4556,1928.96327
07/01/2016,298.40989,1278.42465,1735.98008
08/01/2016,321.33984,1499.73372,1992.44792
09/01/2016,88.81807,951.82863,1088.01443
10/01/2016,69.45384,920.97745,1027.47183
11/01/2016,364.32896,1535.74962,2094.37955
12/01/2016,233.43711,1064.11599,1422.04786
13/01/2016,297.96032,1102.01262,1558.87876
14/01/2016,865.46967,1467.74796,2794.78296
15/01/2016,1138.36415,1848.93906,3594.40636
16/01/2016,682.39971,1786.41686,2832.74847
17/01/2016,463.34713,1477.31575,2187.7714
18/01/2016,785.53812,1426.82078,2631.29576
19/01/2016,3974.22512,2679.25856,8772.98543
20/01/2016,6045.44742,3123.25328,12392.81004
21/01/2016,1782.31614,1935.81002,4668.65669
22/01/2016,376.87244,1383.57167,1961.43467
23/01/2016,180.97867,1194.08627,1471.58302
24/01/2016,134.50689,829.2549,1035.49588
25/01/2016,167.81414,930.04383,1187.3552
26/01/2016,68.55745,811.63331,916.7532
27/01/2016,118.79378,966.64446,1148.79235
28/01/2016,151.94078,1036.07953,1269.05212
29/01/2016,52.33599,642.83588,723.08327
30/01/2016,209.65949,1024.01086,1345.48425
31/01/2016,64.76564,861.24419,960.55012
01/02/2016,50.3345,618.72038,695.89885
02/02/2016,121.44059,979.97807,1166.18434
03/02/2016,415.43936,1462.80464,2099.80278
04/02/2016,548.39886,1456.07613,2296.94265
05/02/2016,99.42076,944.54376,1096.98673
06/02/2016,42.44884,553.76057,618.84788
07/02/2016,40.03863,515.74913,577.14088
08/02/2016,33.60268,332.05512,383.57849
09/02/2016,271.28485,1228.35939,1644.32367
10/02/2016,917.1655,1681.75592,3088.05669
11/02/2016,505.70035,945.80696,1721.2033
12/02/2016,880.94564,1408.90722,2759.67168
13/02/2016,838.96613,1268.22085,2554.61756
14/02/2016,595.67371,993.14771,1906.50129
15/02/2016,1069.19606,1285.8093,2925.2204
16/02/2016,728.35431,1184.98659,2301.78095
17/02/2016,236.9136,1121.10193,1484.36441
18/02/2016,1059.62824,1401.98239,3026.72296
19/02/2016,246.90292,944.69882,1323.27804
20/02/2016,96.51202,535.54767,683.5307
21/02/2016,42.17787,178.76678,243.43862
22/02/2016,735.27275,1124.79943,2252.20194
23/02/2016,887.71351,1479.12942,2840.27113
24/02/2016,2511.97759,1952.03282,5803.67807
25/02/2016,1390.07397,1646.69838,3778.11541
26/02/2016,980.74991,1595.66841,3099.46398
27/02/2016,457.75403,1129.32804,1831.20776
28/02/2016,333.26785,901.12253,1412.1261
29/02/2016,575.50401,1208.22046,2090.64764
01/03/2016,119.09067,616.29711,798.90018
02/03/2016,227.19737,748.31727,1096.6817
03/03/2016,596.29975,1044.87587,1959.18941
04/03/2016,302.37764,907.19314,1370.83237
05/03/2016,1099.62998,1433.96766,3120.04343
06/03/2016,684.95387,1132.43554,2182.68351
07/03/2016,1262.21907,1463.72488,3399.10046
08/03/2016,534.63356,1169.80871,1989.56865
09/03/2016,615.55867,1077.68085,2021.52433
10/03/2016,1367.9185,1477.20879,3574.65456
11/03/2016,1303.05694,1683.93107,3681.92382
12/03/2016,820.14672,1472.9833,2730.5241
13/03/2016,409.29307,1041.3054,1668.87941
14/03/2016,368.19018,968.8443,1533.39471
15/03/2016,773.81796,1215.21319,2401.71752
16/03/2016,327.88181,510.17866,1012.92378
17/03/2016,378.97382,936.38709,1517.47217
18/03/2016,814.2838,1464.61736,2713.16844
19/03/2016,408.63669,1160.08139,1786.64892
20/03/2016,483.09363,1255.33122,1996.06447
21/03/2016,1012.54413,1729.10161,3281.64759
22/03/2016,837.50944,1815.26213,3099.42541
23/03/2016,973.64166,1742.88691,3235.78328
24/03/2016,171.09807,1162.81212,1425.15883
25/03/2016,378.77787,1015.37942,1596.16402
26/03/2016,60.50672,548.11677,640.89245
27/03/2016,55.94007,420.39252,506.16609
28/03/2016,77.11934,382.55771,500.80567
29/03/2016,94.85468,657.71656,803.15836
30/03/2016,275.49752,1015.57035,1437.99392
31/03/2016,943.33601,1553.10907,2999.53744
01/04/2016,265.59946,1004.10746,1411.35428
02/04/2016,217.66282,757.44004,1091.18501
03/04/2016,221.18631,754.1316,1093.2792
04/04/2016,103.85945,658.95379,818.20275
05/04/2016,379.68404,1014.49934,1596.67343
06/04/2016,132.37078,608.26076,811.22641
07/04/2016,370.85785,952.13129,1520.77203
08/04/2016,384.73376,1107.66357,1697.58043
09/04/2016,82.13422,500.8844,626.82174
10/04/2016,243.13975,921.82662,1294.63564
11/04/2016,441.08521,1067.89649,1744.2177
12/04/2016,158.20537,732.73151,975.30966
13/04/2016,422.38453,1146.49403,1794.14129
14/04/2016,158.6125,854.94328,1098.14571
15/04/2016,539.75993,1093.91669,1921.53703
16/04/2016,964.63493,1212.61791,2691.70415
17/04/2016,428.62552,989.3302,1646.5468
18/04/2016,240.09933,1128.15888,1496.30605
19/04/2016,549.46206,1024.55938,1867.05612
20/04/2016,562.5958,991.78792,1854.42281
21/04/2016,515.19071,1036.57055,1826.51861
22/04/2016,464.80605,1011.21702,1723.90966
23/04/2016,566.52013,1017.00011,1885.65219
24/04/2016,503.29336,972.05045,1743.75617
25/04/2016,532.10724,1060.94616,1876.83251
26/04/2016,905.38045,1158.96879,2547.19948
27/04/2016,643.52729,1034.93487,2021.66297
28/04/2016,260.21018,677.14995,1076.1333
29/04/2016,277.76862,745.98259,1171.88853
30/04/2016,562.2467,1069.79657,1931.89609
01/05/2016,203.75957,667.01417,979.44114
02/05/2016,65.89622,408.54106,509.58055
03/05/2016,403.52651,998.9619,1617.69387
04/05/2016,250.56266,845.33968,1229.53032
05/05/2016,287.64143,1216.01676,1657.06078
06/05/2016,481.84281,1515.42516,2254.24048
07/05/2016,323.90937,1068.73387,1565.38796
08/05/2016,196.82081,1034.72547,1336.51318
09/05/2016,297.51589,1308.77603,1764.96067
10/05/2016,495.65363,1145.13313,1905.1248
11/05/2016,566.26932,945.95233,1814.21982
12/05/2016,310.75016,933.16836,1409.6453
13/05/2016,400.53204,788.09632,1402.23688
14/05/2016,366.73967,847.48008,1409.80638
15/05/2016,301.00407,895.79524,1357.32835
16/05/2016,384.06614,1041.52104,1630.41423
17/05/2016,236.99897,929.39675,1292.79006
18/05/2016,26.09767,174.97813,214.994
19/05/2016,24.12152,215.41971,252.40553
20/05/2016,69.43241,440.06467,546.52621
21/05/2016,49.8049,410.69282,487.05926
22/05/2016,191.73602,719.4594,1013.45053
23/05/2016,526.57827,935.76393,1743.17269
24/05/2016,440.93718,823.19453,1499.28878
25/05/2016,528.73434,939.69224,1750.40686
26/05/2016,257.66435,953.57076,1348.65054
27/05/2016,239.22796,860.79201,1227.60315
28/05/2016,147.78532,703.34738,929.94838
29/05/2016,346.98205,863.38555,1395.41724
30/05/2016,306.34906,741.82178,1211.55043
31/05/2016,574.51979,899.55282,1780.4709
01/06/2016,443.47379,795.67794,1475.66159
02/06/2016,288.12266,729.35483,1171.13675
03/06/2016,588.4934,992.43721,1894.78117
04/06/2016,594.89427,1149.56707,2061.72555
05/06/2016,301.39934,808.7065,1270.84572
06/06/2016,353.64782,992.35929,1534.61172
07/06/2016,529.07722,1741.13986,2552.38029
08/06/2016,464.42614,1630.69395,2342.80406
09/06/2016,423.89637,1006.76582,1656.73121
10/06/2016,277.01124,975.71033,1400.45491
11/06/2016,212.77359,1093.30503,1419.55329
12/06/2016,81.41648,460.43726,585.27409
13/06/2016,230.30522,791.31313,1144.4429
14/06/2016,130.18654,477.2491,676.86564
15/06/2016,102.37312,359.48515,516.45502
16/06/2016,177.23883,683.63969,955.40213
17/06/2016,445.69775,987.50857,1670.90219
18/06/2016,508.20005,935.61318,1714.84235
19/06/2016,60.36808,345.64169,438.20475
20/06/2016,207.17114,485.45947,800.52167
21/06/2016,89.93213,444.44829,582.34224
22/06/2016,206.43698,465.58091,782.11323
23/06/2016,452.68831,892.33077,1586.44316
24/06/2016,113.39621,429.55102,603.42278
25/06/2016,207.42809,594.94194,912.9939
26/06/2016,219.68102,477.64226,814.48179
27/06/2016,509.61457,690.71022,1472.10832
28/06/2016,221.09213,646.96132,985.96452
29/06/2016,94.17418,406.83133,551.22967
30/06/2016,78.87865,376.89206,497.83761
01/07/2016,87.99206,472.0791,606.99835
02/07/2016,90.90348,413.65593,553.03924
03/07/2016,61.22736,343.99693,437.87754
04/07/2016,148.59981,483.9457,711.79552
05/07/2016,458.22229,859.5572,1562.15485
06/07/2016,370.92375,933.72681,1502.46861
07/07/2016,61.7297,582.90976,677.56068
08/07/2016,103.88274,519.07592,678.36058
09/07/2016,70.624,381.30979,489.59843
10/07/2016,69.53157,237.54779,344.16139
11/07/2016,75.40939,360.58945,475.18662
12/07/2016,405.07522,758.71041,1379.81713
13/07/2016,674.41376,937.88983,1971.97652
14/07/2016,536.37778,1069.68801,1892.12245
15/07/2016,201.33004,717.20075,1025.90247
16/07/2016,94.43622,335.56902,480.36919
17/07/2016,91.05445,397.65612,537.27099
18/07/2016,261.48524,988.70705,1389.64545
19/07/2016,317.48391,1462.91172,1949.71359
20/07/2016,89.63982,879.05038,1016.49617
21/07/2016,347.42433,940.60541,1473.31525
22/07/2016,434.01761,1317.14274,1982.62708
23/07/2016,500.40419,868.31243,1635.58814
24/07/2016,59.40417,387.61595,478.70097
25/07/2016,138.85213,570.94933,783.85295
26/07/2016,163.50878,602.4104,853.12035
27/07/2016,326.08643,642.86663,1142.85885
28/07/2016,302.71203,720.87689,1185.02885
29/07/2016,143.19877,555.71292,775.28129
30/07/2016,466.79705,916.60578,1632.35128
31/07/2016,461.33649,829.08215,1536.45485
01/08/2016,168.6032,656.20475,914.72596
02/08/2016,170.6735,421.38498,683.08059
03/08/2016,88.2148,315.45224,450.71298
04/08/2016,121.58351,492.99201,679.41739
05/08/2016,223.71615,724.59063,1067.61727
06/08/2016,132.79991,526.33835,729.96204
07/08/2016,48.27438,233.03285,307.05251
08/08/2016,293.12777,590.73047,1040.18677
09/08/2016,431.22322,796.97701,1458.1767
10/08/2016,368.29101,807.68317,1372.38817
11/08/2016,314.89202,712.33183,1195.15951
12/08/2016,142.82741,588.28499,807.28394
13/08/2016,166.85987,488.72934,744.57752
14/08/2016,374.92704,690.97352,1265.85364
15/08/2016,221.46904,593.32718,932.90826
16/08/2016,266.65373,674.0563,1082.91968
17/08/2016,111.36508,696.42572,867.18313
18/08/2016,313.07824,933.30784,1413.35442
19/08/2016,77.45983,691.59729,810.3674
20/08/2016,43.20219,289.81771,356.0602
21/08/2016,43.35429,233.93907,300.41471
22/08/2016,69.17601,383.36161,489.51616
23/08/2016,222.93004,1013.34864,1355.16992
24/08/2016,699.24065,1675.89237,2748.04639
25/08/2016,324.84901,1355.0826,1853.17743
26/08/2016,459.91384,1025.64587,1730.83722
27/08/2016,152.45967,830.10388,1063.87212
28/08/2016,62.28704,313.373,408.87849
29/08/2016,692.15288,1053.23335,2114.51961
30/08/2016,374.57551,878.15514,1452.49626
31/08/2016,88.33141,718.35826,853.79788
01/09/2016,238.25926,668.88271,1034.20844
02/09/2016,73.25433,484.67039,596.99213
03/09/2016,81.29966,469.88277,594.54047
04/09/2016,65.00128,385.62915,485.2964
05/09/2016,56.82885,223.51914,310.65551
06/09/2016,44.53674,205.87298,274.16166
07/09/2016,230.33143,767.93347,1121.10336
08/09/2016,196.62753,919.80699,1221.29827
09/09/2016,64.10908,398.3669,496.66606
10/09/2016,106.08281,491.18055,653.83849
11/09/2016,220.04215,575.28224,912.67546
12/09/2016,210.01094,741.85351,1063.86575
13/09/2016,532.5856,1416.28229,2232.90209
14/09/2016,273.86862,1109.34912,1529.27516
15/09/2016,441.97182,1187.79048,1865.47115
16/09/2016,726.87781,745.93558,1860.46598
17/09/2016,727.96037,596.65457,1712.84486
18/09/2016,375.57589,848.58357,1424.45853
19/09/2016,530.6269,846.44316,1660.05972
20/09/2016,323.35931,725.69941,1221.51009
21/09/2016,259.70554,913.5246,1311.73419
22/09/2016,92.2632,651.98162,793.44988
23/09/2016,172.59068,779.50266,1044.13799
24/09/2016,54.91874,775.54217,859.74975
25/09/2016,35.47925,384.30558,438.70628
26/09/2016,159.01026,811.86486,1055.67722
27/09/2016,128.80108,741.96841,939.46065
28/09/2016,126.80324,578.16851,772.59742
29/09/2016,110.68749,650.16807,819.88653
30/09/2016,107.05338,706.14314,870.28935
01/10/2016,171.41533,807.05076,1069.88389
02/10/2016,323.50931,762.33733,1258.378
03/10/2016,966.23573,1220.46109,2702.00183
04/10/2016,388.34717,766.32265,1361.78001
05/10/2016,179.47526,694.74001,969.93153
06/10/2016,241.22306,741.66575,1111.5359
07/10/2016,399.23642,921.38323,1533.53718
08/10/2016,310.11701,788.22126,1263.72744
09/10/2016,226.59909,663.48913,1010.93619
10/10/2016,547.16383,904.59148,1743.56426
11/10/2016,571.45053,898.96603,1775.17789
12/10/2016,465.9519,685.83749,1400.28709
13/10/2016,610.38667,759.76118,1695.6743
14/10/2016,672.66258,830.39094,1861.79248
15/10/2016,282.46055,862.43981,1295.53993
16/10/2016,96.94982,740.04747,888.7018
17/10/2016,145.38955,858.36202,1081.28959
18/10/2016,220.51163,896.7225,1234.83561
19/10/2016,614.31273,1096.64328,2038.57632
20/10/2016,621.56899,1001.96561,1955.02478
21/10/2016,614.70155,952.04954,1894.57875
22/10/2016,360.4378,860.56827,1413.23183
23/10/2016,259.08676,682.81399,1080.07482
24/10/2016,406.86107,916.68532,1540.53025
25/10/2016,1295.441,1219.8537,3206.1689
26/10/2016,218.85852,895.786,1231.36442
27/10/2016,164.60014,772.03641,1024.41977
28/10/2016,373.35497,950.86424,1523.33385
29/10/2016,1114.05834,1144.92035,2853.1193
30/10/2016,1993.24631,1185.36847,4241.63688
31/10/2016,2413.81864,1817.52989,5518.66682
01/11/2016,2233.21894,774.70163,4198.92291
02/11/2016,975.20465,1395.16065,2890.45354
03/11/2016,1326.4443,1407.2921,3441.14502
04/11/2016,486.46468,1361.70592,2107.60798
05/11/2016,420.00124,1222.38571,1866.37865
06/11/2016,289.07532,850.91509,1294.15769
07/11/2016,535.20608,1064.19216,1884.82996
08/11/2016,667.88135,1449.34428,2473.41475
09/11/2016,850.342,1267.89062,2571.73017
10/11/2016,647.55784,1518.45236,2511.36051
11/11/2016,897.32344,1362.60272,2738.47947
12/11/2016,766.7677,1312.63101,2488.32508
13/11/2016,588.04332,1338.16225,2239.81611
14/11/2016,580.23024,1380.22133,2269.89528
15/11/2016,358.763,1146.37293,1696.46849
16/11/2016,138.28442,1060.22117,1272.25429
17/11/2016,123.30933,1069.92711,1258.99878
18/11/2016,174.57671,1227.86583,1495.54633
19/11/2016,215.86067,1242.02727,1573.00896
20/11/2016,316.93642,1146.77964,1632.74206
21/11/2016,671.37089,1276.85771,2306.27868
22/11/2016,164.73801,1007.77214,1260.36685
23/11/2016,1188.95175,1517.49546,3340.52934
24/11/2016,491.63368,1069.05326,1822.88105
25/11/2016,501.5327,1210.26558,1979.27162
26/11/2016,811.98234,1295.25259,2540.27478
27/11/2016,366.68457,1181.72322,1743.96508
28/11/2016,651.21115,1446.5575,2445.06734
29/11/2016,2208.87312,1925.05763,5311.94915
30/11/2016,5576.85625,2833.83364,11384.894
01/12/2016,3132.52952,2258.19346,7061.33839
02/12/2016,2038.64379,1485.92025,4611.79708
03/12/2016,485.75247,1191.55635,1936.36643
04/12/2016,742.81228,1315.52715,2454.49008
05/12/2016,3323.92492,1717.42373,6814.0375
06/12/2016,3039.66822,1612.78495,6273.54458
07/12/2016,351.39049,938.35601,1477.14727
08/12/2016,277.01101,936.96803,1361.71227
09/12/2016,229.12552,736.28667,1087.60752
10/12/2016,137.18293,699.73595,910.0802
11/12/2016,427.55833,1034.89361,1690.47387
12/12/2016,884.6495,1076.5614,2433.00506
13/12/2016,471.25427,975.84897,1698.42884
14/12/2016,1033.7367,1217.86933,2802.91012
15/12/2016,967.53427,1065.24196,2548.77379
16/12/2016,1400.32897,1134.41802,3281.55916
17/12/2016,1418.69595,1275.70061,3451.00409
18/12/2016,1063.82334,1159.98287,2791.15589
19/12/2016,1733.68041,1194.74097,3853.01382
20/12/2016,645.64228,898.93894,1888.90997
21/12/2016,144.11836,856.04808,1077.02644
22/12/2016,487.28967,1252.75365,1999.92074
23/12/2016,85.38868,709.00855,839.93606
24/12/2016,48.17144,456.39933,530.26119
25/12/2016,16.33632,147.98128,173.02995
26/12/2016,201.34957,927.49876,1236.23045
27/12/2016,2712.58989,1739.01919,5898.26573
28/12/2016,4706.84675,1787.535,9004.59937
29/12/2016,2534.25926,1490.64523,5376.4552
30/12/2016,1344.21981,1081.83705,3142.94528
31/12/2016,253.78838,775.09786,1164.23455
01/01/2017,144.85073,587.8558,809.95715
02/01/2017,466.65621,827.35611,1542.88562
03/01/2017,710.77871,1079.31286,2169.1583
04/01/2017,552.21547,1098.5333,1945.25191
05/01/2017,1439.03693,1431.312,3637.8045
06/01/2017,1465.90679,1312.85348,3560.54588
07/01/2017,764.03747,1056.23504,2227.7428
08/01/2017,548.53805,1039.97435,1881.05421
09/01/2017,255.62512,847.38492,1239.33794
10/01/2017,404.94198,1050.10451,1671.00687
11/01/2017,282.43,880.191,1313.24428
12/01/2017,266.88781,764.72174,1173.944
13/01/2017,380.37599,960.82248,1544.05751
14/01/2017,529.99067,1098.74431,1911.38535
15/01/2017,468.65761,1115.95556,1834.55382
16/01/2017,554.38745,1063.8315,1913.88035
17/01/2017,743.21621,1200.31178,2339.89403
18/01/2017,2612.0779,1889.13884,5894.26908
19/01/2017,2282.40755,1621.8349,5121.47769
20/01/2017,1551.21975,1574.60347,3953.10721
21/01/2017,1271.41211,1531.68876,3481.16008
22/01/2017,2745.62547,1766.79189,5976.69221
23/01/2017,4675.56318,2009.08983,9178.18677
24/01/2017,1754.40492,1917.27392,4607.32392
25/01/2017,1222.76884,1558.64862,3433.53469
26/01/2017,809.18049,1069.71991,2310.44599
27/01/2017,1348.4528,1420.26347,3487.86228
28/01/2017,145.15734,1030.4182,1252.98969
29/01/2017,105.10841,923.21841,1084.38242
30/01/2017,649.19193,1188.32487,2183.73856
31/01/2017,1425.35075,1205.07281,3390.5801
01/02/2017,392.18315,906.25948,1507.59858
02/02/2017,160.13203,677.0985,922.63081
03/02/2017,166.37778,749.97971,1005.08874
04/02/2017,498.58916,1436.3745,2200.86724
05/02/2017,489.39367,1265.06806,2015.4612
06/02/2017,742.09987,947.04372,2084.91426
07/02/2017,881.7221,1464.63665,2816.59169
08/02/2017,919.13186,1103.42661,2512.74244
09/02/2017,686.42767,1013.64255,2066.15022
10/02/2017,936.48826,1136.30185,2572.23043
11/02/2017,708.30167,1066.0318,2152.0792
12/02/2017,493.83196,932.25116,1689.44961
13/02/2017,711.18199,1187.91432,2278.37816
14/02/2017,1141.09512,1474.65259,3224.30738
15/02/2017,477.04748,1086.89801,1818.36057
16/02/2017,155.04977,1068.81846,1306.55818
17/02/2017,245.39778,1163.23799,1539.50928
18/02/2017,74.859,772.78469,887.56688
19/02/2017,94.47061,905.63889,1050.49178
20/02/2017,97.84675,322.74953,472.77908
21/02/2017,71.40794,475.78222,585.27284
22/02/2017,81.14758,666.22783,790.6524
23/02/2017,187.93268,664.81305,952.97245
24/02/2017,446.47397,1434.37659,2118.96041
25/02/2017,33.21188,635.98114,686.9053
26/02/2017,28.44887,435.74226,479.3632
27/02/2017,59.37565,707.22353,798.26493
28/02/2017,127.06156,794.33204,989.15698
01/03/2017,93.20026,791.21864,934.12366
02/03/2017,117.15445,783.42884,963.06315
03/03/2017,302.64603,1072.20171,1536.25245
04/03/2017,54.64806,582.51773,666.31022
05/03/2017,59.60756,521.66482,613.06178
06/03/2017,415.83455,1284.1129,1921.717
07/03/2017,236.79055,1028.92469,1391.99847
08/03/2017,170.59364,1068.02306,1329.59631
09/03/2017,383.22346,1223.2052,1810.80634
10/03/2017,187.1522,924.02041,1210.98304
11/03/2017,152.17696,774.07418,1007.40888
12/03/2017,485.86098,1354.57992,2099.55638
13/03/2017,350.28583,1173.54984,1710.64726
14/03/2017,249.80594,1159.22651,1542.25691
15/03/2017,518.48112,1293.96978,2088.96302
16/03/2017,251.58271,1030.52481,1416.27956
17/03/2017,178.67063,854.00235,1127.96018
18/03/2017,96.83102,641.04752,789.51971
19/03/2017,37.90276,333.30558,391.42233
20/03/2017,58.31553,659.25152,748.66744
21/03/2017,121.1703,734.72689,920.51878
22/03/2017,186.80543,976.65796,1263.08897
23/03/2017,371.03488,1002.63816,1571.55035
24/03/2017,366.58782,1020.24689,1582.34034
25/03/2017,262.98551,935.02141,1338.26026
26/03/2017,204.10818,891.23999,1204.20147
27/03/2017,422.56457,1129.45032,1777.3736
28/03/2017,549.58191,1085.46088,1928.14139
29/03/2017,53.7254,652.49846,734.87621
30/03/2017,119.8881,1088.94357,1272.76941
31/03/2017,50.39145,793.62043,870.88621
