Date,Sum of Nitric oxide,Sum of Nitrogen dioxide,Sum of Nitrogen oxides as nitrogen dioxide
16/02/2017,1279,1202,3162
17/02/2017,1231,1167,3055
18/02/2017,526,841,1648
19/02/2017,884,1172,2528
20/02/2017,1297,1174,3163
21/02/2017,836,1028,2310
22/02/2017,1238,1230,3128
23/02/2017,1544,1672,4039
24/02/2017,1473,1269,3528
25/02/2017,1288,1184,3159
26/02/2017,358,600,1150
27/02/2017,1191,1162,2988
28/02/2017,1665,1363,3916
01/03/2017,2686,1830,5948
02/03/2017,1981,1607,4645
03/03/2017,2202,1713,5089
04/03/2017,777,1160,2351
05/03/2017,514,796,1584
06/03/2017,901,1224,2606
07/03/2017,815,861,2111
08/03/2017,1400,1259,3406
09/03/2017,1640,1576,4091
10/03/2017,1103,1222,2913
11/03/2017,930,991,2417
12/03/2017,929,957,2381
13/03/2017,1146,1163,2920
14/03/2017,1358,1191,3273
15/03/2017,906,987,2376
16/03/2017,1029,1016,2594
17/03/2017,1835,1463,4276
18/03/2017,975,1046,2541
19/03/2017,674,961,1995
20/03/2017,999,1043,2576
21/03/2017,1321,1218,3243
22/03/2017,1596,1320,3767
23/03/2017,1266,1365,3306
24/03/2017,1678,1421,3994
25/03/2017,925,1185,2603
26/03/2017,1011,959,2509
27/03/2017,826,898,2164
28/03/2017,621,955,1906
29/03/2017,1126,1134,2860
30/03/2017,444,687,1369
31/03/2017,496,732,1492
01/04/2017,1293,1352,3335
02/04/2017,480,747,1483
03/04/2017,236,414,777
04/04/2017,1365,1293,3386
05/04/2017,976,1104,2600
06/04/2017,1311,1277,3287
07/04/2017,1119,1188,2904
08/04/2017,573,855,1734
09/04/2017,533,865,1683
10/04/2017,1063,979,2609
11/04/2017,1236,1164,3059
12/04/2017,1134,1119,2857
13/04/2017,1549,1425,3800
14/04/2017,1607,1467,3931
15/04/2017,1040,1126,2721
16/04/2017,684,962,2011
17/04/2017,945,1125,2574
18/04/2017,718,801,1901
19/04/2017,1393,1247,3383
20/04/2017,1671,1281,3843
21/04/2017,1303,1224,3221
22/04/2017,1243,1289,3196
23/04/2017,807,972,2209
24/04/2017,1522,1183,3517
25/04/2017,1137,985,2728
26/04/2017,1379,1287,3400
27/04/2017,1117,1006,2720
28/04/2017,1179,1223,3030
29/04/2017,239,456,822
30/04/2017,176,428,697
01/05/2017,757,1589,2749
02/05/2017,1007,1630,3174
03/05/2017,1077,1272,2923
04/05/2017,1125,1240,2965
05/05/2017,1181,1283,3093
06/05/2017,852,992,2298
07/05/2017,358,462,1011
08/05/2017,659,802,1813
09/05/2017,685,896,1947
10/05/2017,795,878,2096
11/05/2017,344,695,1222
12/05/2017,938,1353,2792
13/05/2017,734,970,2095
14/05/2017,472,727,1450
15/05/2017,437,550,1221
16/05/2017,733,762,1886
17/05/2017,579,790,1678
18/05/2017,704,755,1834
19/05/2017,1443,1354,3566
20/05/2017,762,873,2042
21/05/2017,223,397,739
22/05/2017,360,632,1184
23/05/2017,1353,1162,3237
24/05/2017,1591,1167,3607
25/05/2017,388,549,1143
26/05/2017,322,632,1126
27/05/2017,436,732,1400
28/05/2017,388,536,1131
29/05/2017,635,645,1618
30/05/2017,1009,927,2474
31/05/2017,677,696,1734
01/06/2017,386,589,1181
02/06/2017,978,1031,2531
03/06/2017,1023,981,2550
04/06/2017,611,726,1664
05/06/2017,612,773,1712
06/06/2017,1393,1281,3417
07/06/2017,701,730,1805
08/06/2017,1009,1097,2645
09/06/2017,1489,1170,3454
10/06/2017,358,539,1088
11/06/2017,184,283,565
12/06/2017,1017,817,2376
13/06/2017,826,800,2067
14/06/2017,432,572,1235
15/06/2017,968,891,2375
16/06/2017,1322,1106,3133
17/06/2017,702,559,1636
18/06/2017,848,696,1997
19/06/2017,907,838,2229
20/06/2017,731,699,1819
21/06/2017,328,487,991
22/06/2017,1001,1002,2537
23/06/2017,924,817,2233
24/06/2017,686,670,1723
25/06/2017,599,654,1572
26/06/2017,961,959,2434
27/06/2017,645,1044,2032
28/06/2017,820,1004,2262
29/06/2017,472,572,1296
30/06/2017,1202,1006,2849
01/07/2017,674,671,1705
02/07/2017,737,749,1880
03/07/2017,980,785,2287
04/07/2017,831,840,2114
05/07/2017,530,538,1350
06/07/2017,368,497,1062
07/07/2017,1467,941,3190
08/07/2017,481,500,1237
09/07/2017,656,652,1658
10/07/2017,1038,908,2500
11/07/2017,1257,1035,2963
12/07/2017,862,734,2055
13/07/2017,741,727,1864
14/07/2017,847,717,2016
15/07/2017,636,526,1502
16/07/2017,668,682,1706
17/07/2017,1179,858,2666
18/07/2017,413,440,1073
19/07/2017,636,891,1866
20/07/2017,1325,1052,3084
21/07/2017,418,634,1275
22/07/2017,665,1104,2124
23/07/2017,328,518,1021
24/07/2017,910,746,2141
25/07/2017,1069,833,2473
26/07/2017,397,566,1174
27/07/2017,463,491,1201
28/07/2017,515,600,1389
29/07/2017,444,472,1152
30/07/2017,194,248,545
31/07/2017,429,444,1102
01/08/2017,497,495,1257
02/08/2017,620,601,1552
03/08/2017,741,693,1830
04/08/2017,899,871,2250
05/08/2017,1150,887,2649
06/08/2017,382,372,957
07/08/2017,1066,783,2417
08/08/2017,1158,839,2615
09/08/2017,558,373,1229
10/08/2017,796,1250,2470
11/08/2017,762,694,1863
12/08/2017,1155,941,2711
13/08/2017,625,628,1586
14/08/2017,267,445,855
15/08/2017,1369,935,3033
16/08/2017,475,377,1105
17/08/2017,491,529,1283
18/08/2017,1041,940,2536
19/08/2017,1326,1102,3136
20/08/2017,593,726,1634
21/08/2017,600,909,1829
22/08/2017,407,715,1339
23/08/2017,388,676,1272
24/08/2017,1336,888,2937
25/08/2017,630,653,1618
26/08/2017,1050,946,2557
27/08/2017,173,365,630
28/08/2017,584,571,1467
29/08/2017,883,850,2203
30/08/2017,1228,1005,2887
31/08/2017,1333,983,3027
01/09/2017,1010,888,2437
02/09/2017,552,563,1410
03/09/2017,103,251,409
04/09/2017,287,447,887
05/09/2017,1045,980,2583
06/09/2017,1417,1133,3307
07/09/2017,882,790,2142
08/09/2017,1568,1134,3539
09/09/2017,1432,1129,3325
10/09/2017,370,515,1082
11/09/2017,987,740,2254
12/09/2017,1277,976,2935
13/09/2017,1223,1077,2952
14/09/2017,858,782,2097
15/09/2017,1080,924,2581
16/09/2017,1362,998,3086
17/09/2017,591,670,1575
18/09/2017,1467,1147,3396
19/09/2017,1304,954,2954
20/09/2017,954,835,2299
21/09/2017,1708,1230,3848
22/09/2017,725,583,1695
23/09/2017,243,380,753
24/09/2017,108,329,495
25/09/2017,210,467,790
26/09/2017,328,606,1108
27/09/2017,238,456,822
28/09/2017,281,528,959
29/09/2017,360,595,1148
30/09/2017,600,737,1657
01/10/2017,397,465,1074
02/10/2017,1237,1052,2949
03/10/2017,1282,1053,3019
04/10/2017,1657,1232,3773
05/10/2017,876,868,2210
06/10/2017,1005,1018,2559
07/10/2017,1302,1051,3047
08/10/2017,1149,1057,2819
09/10/2017,1228,918,2802
10/10/2017,1089,902,2572
11/10/2017,1554,1121,3504
12/10/2017,823,843,2105
13/10/2017,516,642,1433
14/10/2017,688,797,1852
15/10/2017,370,426,994
16/10/2017,998,966,2496
17/10/2017,1012,826,2377
18/10/2017,1475,1226,3487
19/10/2017,475,642,1370
20/10/2017,1301,867,2862
21/10/2017,344,522,1050
22/10/2017,598,676,1593
23/10/2017,574,638,1519
24/10/2017,973,775,2268
25/10/2017,1423,1141,3323
26/10/2017,1626,1165,3658
27/10/2017,2241,1444,4881
28/10/2017,948,898,2353
29/10/2017,649,735,1730
30/10/2017,2199,1264,4635
31/10/2017,1882,919,3805
01/11/2017,1360,1041,3126
02/11/2017,2377,1524,5170
03/11/2017,1734,1185,3845
04/11/2017,2253,1610,5065
05/11/2017,913,886,2285
06/11/2017,512,630,1415
07/11/2017,2121,1311,4563
08/11/2017,957,805,2272
09/11/2017,1853,1353,4194
10/11/2017,1501,1273,3574
11/11/2017,1697,1445,4047
12/11/2017,652,668,1668
13/11/2017,1277,942,2899
14/11/2017,1426,795,2980
23/11/2017,1126,809,2535
24/11/2017,2087,1575,4775
25/11/2017,1421,1206,3384
26/11/2017,634,847,1819
27/11/2017,1181,1078,2889
28/11/2017,1150,1079,2843
29/11/2017,1016,1145,2703
30/11/2017,1318,1186,3206
01/12/2017,2192,1639,5001
02/12/2017,2268,1832,5310
03/12/2017,1302,1345,3341
04/12/2017,2324,1780,5344
05/12/2017,1554,1365,3749
06/12/2017,669,683,1709
07/12/2017,868,774,2105
08/12/2017,857,852,2167
09/12/2017,2081,1478,4669
10/12/2017,1114,1382,3090
11/12/2017,2194,1554,4918
12/12/2017,1894,1405,4310
13/12/2017,2169,1686,5011
14/12/2017,3619,1908,7458
15/12/2017,1378,1231,3344
16/12/2017,1734,1416,4075
17/12/2017,839,947,2233
18/12/2017,2928,1779,6269
19/12/2017,1547,1000,3373
20/12/2017,2544,1709,5609
21/12/2017,5029,2330,10040
22/12/2017,2263,1443,4912
23/12/2017,1159,1282,3059
24/12/2017,584,873,1768
25/12/2017,186,462,747
26/12/2017,540,677,1505
27/12/2017,640,719,1699
28/12/2017,940,921,2362
29/12/2017,1597,1357,3805
30/12/2017,1173,1210,3008
31/12/2017,726,893,2007
01/01/2018,705,1207,2288
02/01/2018,652,1022,2022
03/01/2018,3506,1782,7158
04/01/2018,2088,1357,4558
05/01/2018,1855,1384,4229
06/01/2018,1332,1199,3242
07/01/2018,1663,1500,4050
08/01/2018,763,779,1948
09/01/2018,285,447,885
10/01/2018,2343,1245,4838
11/01/2018,2541,1678,5574
12/01/2018,816,745,1996
13/01/2018,209,377,698
14/01/2018,117,300,480
15/01/2018,2178,1534,4873
16/01/2018,1469,1365,3617
17/01/2018,1566,1485,3886
18/01/2018,2488,1853,5668
19/01/2018,2417,1844,5550
20/01/2018,1909,1588,4514
21/01/2018,635,809,1782
22/01/2018,1312,1159,3170
23/01/2018,657,718,1726
24/01/2018,560,674,1533
25/01/2018,1429,983,3173
26/01/2018,1559,1156,3547
27/01/2018,694,704,1768
28/01/2018,530,663,1475
29/01/2018,1648,1113,3640
30/01/2018,333,460,971
31/01/2018,1537,1177,3534
01/02/2018,645,1649,2639
02/02/2018,1187,745,2565
03/02/2018,2543,1623,5523
04/02/2018,1655,1462,3999
05/02/2018,568,830,1700
06/02/2018,883,1090,2445
07/02/2018,1496,1303,3597
08/02/2018,1326,1271,3305
09/02/2018,1991,1663,4716
10/02/2018,786,956,2162
11/02/2018,542,759,1590
12/02/2018,1193,1249,3079
13/02/2018,1062,1100,2729
14/02/2018,215,481,810
15/02/2018,617,861,1806
16/02/2018,1034,1097,2683
17/02/2018,918,1026,2434
18/02/2018,642,1044,2029
19/02/2018,2109,1250,4485
20/02/2018,913,1073,2474
21/02/2018,1341,1320,3375
22/02/2018,428,849,1505
23/02/2018,334,632,1144
24/02/2018,195,392,691
25/02/2018,142,392,609
26/02/2018,1198,1287,3124
27/02/2018,828,1220,2489
28/02/2018,667,1073,2096
01/03/2018,582,1170,2062
02/03/2018,608,1353,2285
03/03/2018,511,1185,1969
04/03/2018,382,1157,1743
05/03/2018,601,1447,2369
06/03/2018,888,1293,2654
07/03/2018,740,938,2073
08/03/2018,723,981,2090
09/03/2018,1729,1608,4259
10/03/2018,1371,1598,3700
11/03/2018,972,1073,2564
12/03/2018,2256,1514,4973
13/03/2018,1275,1366,3321
14/03/2018,268,567,977
15/03/2018,318,592,1080
16/03/2018,263,691,1095
17/03/2018,455,1123,1820
18/03/2018,413,1114,1746
19/03/2018,859,1071,2388
20/03/2018,1486,1431,3709
21/03/2018,1029,1314,2891
22/03/2018,536,892,1714
23/03/2018,502,843,1614
24/03/2018,1455,1576,3807
25/03/2018,754,1119,2274
26/03/2018,781,1187,2384
27/03/2018,314,781,1263
28/03/2018,1374,1565,3672
29/03/2018,1189,1384,3208
30/03/2018,555,1277,2129
31/03/2018,549,1087,1929
01/04/2018,675,1177,2212
02/04/2018,862,1388,2709
03/04/2018,765,1090,2262
04/04/2018,846,1112,2409
05/04/2018,1710,1414,4036
06/04/2018,411,901,1532
07/04/2018,504,925,1698
08/04/2018,690,1006,2064
09/04/2018,1263,1218,3154
10/04/2018,978,1339,2838
11/04/2018,1041,1620,3217
12/04/2018,1101,1644,3332
13/04/2018,1222,1334,3208
14/04/2018,515,721,1511
15/04/2018,527,639,1446
16/04/2018,332,495,1005
17/04/2018,84,177,306
18/04/2018,219,314,649
19/04/2018,589,893,1797
20/04/2018,1337,1331,3381
21/04/2018,449,763,1452
22/04/2018,231,500,854
23/04/2018,920,918,2329
24/04/2018,1352,1302,3376
25/04/2018,1138,1142,2886
26/04/2018,1188,1156,2978
27/04/2018,1481,1417,3688
28/04/2018,1043,1275,2875
29/04/2018,643,881,1867
30/04/2018,1117,1160,2872
01/05/2018,476,538,1269
02/05/2018,1065,1089,2722
03/05/2018,676,899,1935
04/05/2018,760,784,1948
05/05/2018,359,463,1014
06/05/2018,369,573,1139
07/05/2018,797,1119,2340
08/05/2018,686,980,2032
09/05/2018,319,461,950
10/05/2018,1151,1362,3126
11/05/2018,234,520,878
12/05/2018,461,901,1608
13/05/2018,816,1072,2324
14/05/2018,873,865,2204
15/05/2018,664,825,1843
16/05/2018,1005,980,2520
17/05/2018,752,927,2080
18/05/2018,442,676,1354
19/05/2018,320,546,1038
20/05/2018,101,328,484
21/05/2018,358,634,1183
22/05/2018,683,878,1925
23/05/2018,288,311,752
24/05/2018,287,545,985
25/05/2018,1002,1171,2707
26/05/2018,636,990,1965
27/05/2018,543,975,1807
28/05/2018,1197,1463,3299
29/05/2018,822,1263,2524
30/05/2018,794,1003,2221
31/05/2018,662,1039,2054
01/06/2018,1017,1160,2720
02/06/2018,1272,1623,3573
03/06/2018,542,1098,1929
04/06/2018,783,783,1983
05/06/2018,622,653,1606
06/06/2018,902,925,2308
07/06/2018,809,843,2083
08/06/2018,884,911,2267
09/06/2018,722,798,1906
10/06/2018,302,592,1055
11/06/2018,1227,1244,3125
12/06/2018,967,1061,2544
13/06/2018,271,481,896
14/06/2018,609,574,1508
15/06/2018,671,691,1720
16/06/2018,430,660,1319
17/06/2018,340,440,961
18/06/2018,780,780,1976
19/06/2018,1102,938,2627
20/06/2018,942,893,2336
21/06/2018,652,575,1574
22/06/2018,1147,970,2729
23/06/2018,958,872,2340
24/06/2018,484,612,1355
25/06/2018,864,926,2251
26/06/2018,300,555,1015
27/06/2018,271,450,865
28/06/2018,1144,1255,3009
29/06/2018,762,1124,2292
30/06/2018,231,427,782
01/07/2018,148,313,540
02/07/2018,640,699,1680
03/07/2018,889,679,2042
04/07/2018,317,411,898
05/07/2018,802,845,2075
06/07/2018,630,726,1692
07/07/2018,552,703,1550
08/07/2018,487,511,1258
09/07/2018,863,678,2001
10/07/2018,1153,926,2694
11/07/2018,775,811,1999
12/07/2018,1300,1005,2999
13/07/2018,382,560,1147
14/07/2018,506,680,1456
15/07/2018,132,312,514
16/07/2018,561,636,1496
17/07/2018,1231,960,2848
18/07/2018,998,1004,2535
19/07/2018,835,1015,2295
20/07/2018,1079,905,2559
21/07/2018,1383,1151,3271
22/07/2018,888,852,2214
23/07/2018,713,675,1769
24/07/2018,925,761,2179
25/07/2018,495,533,1293
26/07/2018,259,525,922
27/07/2018,333,1200,1710
28/07/2018,130,464,663
29/07/2018,229,325,676
30/07/2018,423,562,1210
31/07/2018,241,346,716
01/08/2018,225,368,712
02/08/2018,489,479,1228
03/08/2018,860,726,2046
04/08/2018,921,873,2285
05/08/2018,263,384,788
06/08/2018,666,683,1705
07/08/2018,371,521,1089
08/08/2018,889,797,2159
09/08/2018,614,656,1597
10/08/2018,1109,894,2594
11/08/2018,606,643,1572
12/08/2018,502,948,1717
13/08/2018,979,1022,2524
14/08/2018,763,641,1810
15/08/2018,495,558,1317
16/08/2018,776,704,1893
17/08/2018,404,466,1085
18/08/2018,803,854,2086
19/08/2018,625,824,1783
20/08/2018,1271,956,2905
21/08/2018,354,499,1042
22/08/2018,1285,865,2835
23/08/2018,1070,794,2435
24/08/2018,1607,1107,3570
25/08/2018,827,845,2113
26/08/2018,104,272,431
27/08/2018,1210,879,2735
28/08/2018,416,492,1129
29/08/2018,1232,929,2819
30/08/2018,979,953,2454
31/08/2018,567,514,1383
01/09/2018,365,558,1118
02/09/2018,191,358,650
03/09/2018,1000,930,2463
04/09/2018,1337,1248,3298
05/09/2018,613,594,1534
06/09/2018,1370,1007,3108
07/09/2018,1099,993,2679
08/09/2018,982,1048,2554
09/09/2018,386,461,1052
10/09/2018,458,505,1208
11/09/2018,898,717,2095
12/09/2018,1312,1060,3072
13/09/2018,903,789,2175
14/09/2018,1354,1089,3165
15/09/2018,625,655,1614
16/09/2018,304,422,888
17/09/2018,393,512,1116
18/09/2018,479,549,1285
19/09/2018,264,348,753
20/09/2018,715,812,1908
21/09/2018,1122,963,2683
22/09/2018,1308,1057,3062
23/09/2018,825,888,2154
24/09/2018,1112,912,2617
25/09/2018,192,290,585
26/09/2018,1361,813,2899
27/09/2018,946,815,2266
28/09/2018,1665,1260,3813
29/09/2018,1003,941,2479
30/09/2018,622,763,1717
01/10/2018,1370,1030,3131
02/10/2018,988,905,2421
03/10/2018,1168,967,2759
04/10/2018,846,797,2094
05/10/2018,2177,1410,4749
06/10/2018,1829,1306,4111
07/10/2018,316,365,849
08/10/2018,985,778,2288
09/10/2018,292,450,898
10/10/2018,283,603,1037
11/10/2018,297,598,1053
12/10/2018,195,370,669
13/10/2018,833,863,2140
14/10/2018,927,980,2402
15/10/2018,1240,869,2770
16/10/2018,323,460,954
17/10/2018,2231,1386,4807
18/10/2018,1112,980,2684
19/10/2018,1058,934,2557
20/10/2018,612,630,1568
21/10/2018,743,801,1941
22/10/2018,1052,906,2518
23/10/2018,955,800,2264
24/10/2018,1435,1116,3316
25/10/2018,1255,1098,3022
26/10/2018,1121,951,2669
27/10/2018,1048,954,2561
28/10/2018,966,965,2446
29/10/2018,572,691,1568
30/10/2018,1418,1345,3519
31/10/2018,890,752,2116
01/11/2018,2823,1565,5894
02/11/2018,1671,1178,3741
03/11/2018,131,271,471
04/11/2018,232,424,779
05/11/2018,377,644,1223
06/11/2018,331,665,1173
07/11/2018,279,478,906
08/11/2018,769,775,1955
09/11/2018,196,379,680
10/11/2018,210,438,761
11/11/2018,726,736,1848
12/11/2018,278,431,858
13/11/2018,1568,1117,3521
14/11/2018,253,416,804
15/11/2018,435,563,1231
16/11/2018,1790,975,3720
17/11/2018,338,590,1108
18/11/2018,348,665,1198
19/11/2018,617,1033,1979
20/11/2018,703,944,2022
21/11/2018,430,724,1383
22/11/2018,672,1014,2045
23/11/2018,1571,1367,3777
24/11/2018,1886,1371,4263
25/11/2018,445,1064,1746
26/11/2018,1678,1518,4090
27/11/2018,322,503,996
28/11/2018,156,333,573
29/11/2018,343,548,1074
30/11/2018,461,627,1334
01/12/2018,1539,1237,3596
02/12/2018,1532,1188,3537
03/12/2018,1214,1051,2913
04/12/2018,3229,1488,6439
05/12/2018,3015,1298,5921
06/12/2018,1723,1182,3825
07/12/2018,675,747,1782
08/12/2018,1227,1063,2943
09/12/2018,986,1052,2565
10/12/2018,3022,1810,6443
11/12/2018,536,898,1719
12/12/2018,185,402,687
13/12/2018,208,311,630
14/12/2018,277,477,901
15/12/2018,167,314,570
16/12/2018,354,567,1110
17/12/2018,696,795,1862
18/12/2018,157,369,611
19/12/2018,908,846,2239
20/12/2018,679,896,1937
21/12/2018,2593,1253,5228
22/12/2018,2316,1379,4931
23/12/2018,1304,1216,3215
24/12/2018,2299,1291,4816
25/12/2018,634,824,1797
26/12/2018,1105,944,2638
27/12/2018,3042,1283,5947
28/12/2018,1588,1185,3621
29/12/2018,1104,1031,2724
30/12/2018,1105,1129,2824
31/12/2018,1527,1159,3500
01/01/2019,243,424,797
02/01/2019,1076,1148,2799
03/01/2019,1409,1109,3270
04/01/2019,1597,1136,3584
05/01/2019,1845,1331,4160
06/01/2019,1320,1209,3233
07/01/2019,731,660,1782
08/01/2019,952,938,2397
09/01/2019,1811,1426,4203
10/01/2019,1634,1266,3771
11/01/2019,2463,1625,5401
12/01/2019,1429,1266,3457
13/01/2019,365,479,1040
14/01/2019,1685,1238,3822
15/01/2019,2176,1231,4567
16/01/2019,1839,1274,4094
17/01/2019,1360,1164,3250
18/01/2019,1073,843,2489
19/01/2019,2206,1288,4670
20/01/2019,1154,1155,2924
21/01/2019,623,789,1745
22/01/2019,2287,1747,5253
23/01/2019,2653,1771,5839
24/01/2019,2467,1650,5433
25/01/2019,2130,1667,4934
26/01/2019,1089,1213,2883
27/01/2019,495,621,1381
28/01/2019,1860,1467,4319
29/01/2019,2963,1908,6451
30/01/2019,2074,1544,4724
31/01/2019,2411,1620,5317
01/02/2019,2501,1673,5508
02/02/2019,1402,1302,3452
03/02/2019,1035,1120,2707
04/02/2019,1496,1384,3677
05/02/2019,1231,1150,3038
06/02/2019,906,1058,2447
07/02/2019,2786,1686,5958
08/02/2019,209,383,703
09/02/2019,812,882,2126
10/02/2019,799,1063,2287
11/02/2019,1901,1295,4210
12/02/2019,1223,1030,2905
13/02/2019,517,770,1563
14/02/2019,507,696,1473
15/02/2019,325,580,1078
16/02/2019,441,681,1358
17/02/2019,104,277,436
18/02/2019,430,620,1279
19/02/2019,1348,1181,3248
20/02/2019,633,729,1700
21/02/2019,1479,1046,3314
22/02/2019,427,721,1376
23/02/2019,429,819,1476
24/02/2019,512,730,1516
25/02/2019,694,982,2046
26/02/2019,2989,1645,6228
27/02/2019,3041,1690,6353
28/02/2019,1164,1380,3165
01/03/2019,545,913,1749
02/03/2019,328,531,1034
03/03/2019,358,491,1040
04/03/2019,1019,1047,2610
05/03/2019,1165,1131,2917
06/03/2019,1366,1307,3402
07/03/2019,813,839,2085
08/03/2019,808,958,2196
09/03/2019,1048,1112,2719
10/03/2019,497,747,1510
11/03/2019,1008,929,2475
12/03/2019,481,613,1350
13/03/2019,637,730,1706
14/03/2019,1000,1013,2547
15/03/2019,972,1027,2517
16/03/2019,709,990,2077
17/03/2019,370,531,1099
18/03/2019,887,991,2351
19/03/2019,797,859,2081
20/03/2019,973,841,2333
21/03/2019,820,955,2212
22/03/2019,548,661,1502
23/03/2019,916,1069,2474
24/03/2019,332,493,1002
25/03/2019,984,1081,2589
26/03/2019,1300,1312,3305
27/03/2019,1466,1461,3709
28/03/2019,785,963,2167
29/03/2019,983,1157,2665
30/03/2019,916,1073,2477
31/03/2019,355,615,1159
01/04/2019,225,439,784
02/04/2019,1118,1078,2792
03/04/2019,834,1167,2446
04/04/2019,634,791,1763
05/04/2019,585,785,1682
06/04/2019,732,1066,2188
07/04/2019,246,545,922
08/04/2019,925,1153,2572
09/04/2019,633,1222,2192
10/04/2019,658,800,1809
11/04/2019,1000,1043,2576
12/04/2019,232,525,881
13/04/2019,190,458,750
14/04/2019,144,372,593
15/04/2019,206,399,715
16/04/2019,310,622,1098
17/04/2019,336,782,1296
18/04/2019,626,1077,2037
19/04/2019,275,766,1188
20/04/2019,668,1328,2352
21/04/2019,224,823,1167
22/04/2019,167,656,912
23/04/2019,416,1106,1744
24/04/2019,759,1721,2884
25/04/2019,361,772,1325
26/04/2019,222,446,786
27/04/2019,1065,1362,2994
28/04/2019,487,760,1507
29/04/2019,219,402,738
30/04/2019,482,661,1399
01/05/2019,1409,1471,3631
02/05/2019,868,977,2309
03/05/2019,878,816,2162
04/05/2019,744,847,1988
05/05/2019,558,715,1570
06/05/2019,743,793,1933
07/05/2019,780,888,2084
08/05/2019,643,1095,2081
09/05/2019,798,877,2101
10/05/2019,1043,923,2523
11/05/2019,840,929,2217
12/05/2019,291,448,894
13/05/2019,513,771,1557
14/05/2019,893,1319,2687
15/05/2019,510,955,1738
16/05/2019,205,435,749
17/05/2019,873,1059,2398
18/05/2019,677,1070,2108
19/05/2019,197,483,785
20/05/2019,885,1201,2557
21/05/2019,922,982,2396
22/05/2019,1260,1025,2958
23/05/2019,1099,1000,2685
24/05/2019,779,847,2041
25/05/2019,549,822,1664
26/05/2019,507,974,1750
27/05/2019,865,866,2192
28/05/2019,858,841,2156
29/05/2019,519,556,1351
30/05/2019,1095,1030,2710
31/05/2019,569,741,1612
01/06/2019,606,712,1641
02/06/2019,136,272,480
03/06/2019,319,343,832
04/06/2019,368,519,1084
05/06/2019,855,971,2283
06/06/2019,837,798,2082
07/06/2019,604,858,1784
08/06/2019,837,922,2206
09/06/2019,424,598,1248
10/06/2019,1076,1044,2694
11/06/2019,671,602,1631
12/06/2019,470,447,1168
13/06/2019,901,839,2221
14/06/2019,258,403,798
15/06/2019,430,800,1460
16/06/2019,116,256,434
17/06/2019,260,367,767
18/06/2019,372,468,1038
19/06/2019,272,415,833
20/06/2019,871,824,2159
21/06/2019,1013,946,2499
22/06/2019,365,437,997
23/06/2019,275,606,1028
24/06/2019,866,897,2224
25/06/2019,790,702,1913
26/06/2019,819,713,1969
27/06/2019,689,546,1602
28/06/2019,232,219,575
29/06/2019,441,619,1295
30/06/2019,307,400,871
01/07/2019,705,615,1697
02/07/2019,734,632,1758
03/07/2019,1261,869,2802
04/07/2019,1531,948,3296
05/07/2019,1068,713,2350
06/07/2019,841,734,2023
07/07/2019,472,500,1224
08/07/2019,499,462,1228
09/07/2019,510,512,1293
10/07/2019,2139,1005,4284
11/07/2019,917,806,2211
12/07/2019,691,675,1735
13/07/2019,887,698,2058
14/07/2019,419,418,1061
15/07/2019,559,474,1332
16/07/2019,1166,984,2772
17/07/2019,340,425,946
18/07/2019,632,527,1497
19/07/2019,274,385,805
20/07/2019,1070,814,2455
21/07/2019,247,248,627
22/07/2019,468,332,1050
23/07/2019,309,324,797
24/07/2019,256,536,929
25/07/2019,283,644,1078
26/07/2019,723,1208,2316
27/07/2019,639,1057,2037
28/07/2019,316,707,1192
29/07/2019,1036,1456,3045
30/07/2019,392,517,1118
31/07/2019,549,711,1554
01/08/2019,812,802,2047
02/08/2019,1199,994,2832
03/08/2019,832,921,2197
04/08/2019,359,754,1304
05/08/2019,379,526,1108
06/08/2019,436,425,1094
07/08/2019,905,804,2192
08/08/2019,854,797,2108
09/08/2019,839,1118,2404
10/08/2019,1134,948,2687
11/08/2019,452,480,1173
12/08/2019,773,713,1898
13/08/2019,1008,832,2377
14/08/2019,443,460,1139
15/08/2019,893,775,2145
16/08/2019,224,276,619
17/08/2019,343,395,921
18/08/2019,295,282,734
19/08/2019,975,850,2345
20/08/2019,725,678,1789
21/08/2019,187,235,521
22/08/2019,293,373,822
23/08/2019,448,458,1145
24/08/2019,208,467,786
25/08/2019,215,484,813
26/08/2019,479,702,1438
27/08/2019,486,569,1313
28/08/2019,390,492,1090
29/08/2019,254,332,722
30/08/2019,265,301,708
31/08/2019,422,434,1081
01/09/2019,646,647,1637
02/09/2019,570,539,1413
03/09/2019,594,653,1563
04/09/2019,842,671,1963
05/09/2019,1403,951,3091
06/09/2019,1188,843,2665
07/09/2019,1085,854,2518
08/09/2019,282,284,717
09/09/2019,301,488,950
10/09/2019,612,429,1367
11/09/2019,1018,756,2316
12/09/2019,839,749,2036
13/09/2019,1409,977,3137
14/09/2019,445,469,1151
15/09/2019,590,688,1592
16/09/2019,1220,875,2746
17/09/2019,394,317,920
18/09/2019,432,541,1204
19/09/2019,1192,697,2525
20/09/2019,678,578,1618
21/09/2019,189,417,707
22/09/2019,373,839,1412
23/09/2019,250,612,996
24/09/2019,613,741,1681
25/09/2019,379,599,1181
26/09/2019,355,409,953
27/09/2019,718,652,1753
28/09/2019,894,847,2218
29/09/2019,455,577,1275
30/09/2019,1060,895,2521
01/10/2019,1259,939,2869
02/10/2019,814,731,1980
03/10/2019,968,649,2133
04/10/2019,1135,1178,2918
05/10/2019,449,527,1216
06/10/2019,150,348,578
