Date,Sum of Nitric oxide,Sum of Nitrogen dioxide,Sum of Nitrogen oxides as nitrogen dioxide
12/12/2013,1235.22218,1096.48026,2990.46119
13/12/2013,579.01983,769.05513,1656.87319
14/12/2013,438.36754,674.00581,1346.15999
15/12/2013,330.1577,648.77755,1155.01229
16/12/2013,1274.70568,1358.45161,3312.97306
17/12/2013,881.34935,1079.77585,2431.15933
18/12/2013,286.08396,528.96117,967.61711
19/12/2013,685.62584,939.37748,1990.65576
20/12/2013,757.16256,926.31635,2087.28275
21/12/2013,533.64992,806.20274,1624.45457
22/12/2013,564.96341,825.70274,1691.96787
23/12/2013,581.37911,754.12042,1645.55598
24/12/2013,205.6829,372.44841,687.82442
25/12/2013,48.54733,166.30816,240.74627
26/12/2013,445.04028,609.25304,1291.63861
27/12/2013,315.60922,484.67611,968.6035
28/12/2013,1561.81106,1308.75134,3703.49489
29/12/2013,1480.91101,1361.49473,3632.19323
30/12/2013,1609.14838,1282.80334,3750.12979
31/12/2013,285.67631,608.03442,1046.0653
01/01/2014,75.19878,259.76452,375.06773
02/01/2014,344.4253,594.33076,1122.4421
03/01/2014,170.28829,368.40459,629.5096
04/01/2014,1281.21442,1260.12172,3224.62306
05/01/2014,617.18996,796.86864,1743.2133
06/01/2014,143.88105,294.84886,515.4634
07/01/2014,387.12731,562.53415,1156.12107
08/01/2014,2444.97836,1728.81301,5477.72753
09/01/2014,2824.64527,1844.08017,6175.14248
10/01/2014,2513.44463,1703.50679,5557.40146
11/01/2014,2053.30432,1686.64761,4835.00368
12/01/2014,658.97875,971.84469,1982.26465
13/01/2014,2930.18793,1704.023,6196.91518
14/01/2014,2927.96983,1426.91165,5916.40275
15/01/2014,432.69035,743.72519,1407.17446
16/01/2014,1223.35229,1278.92127,3154.70192
17/01/2014,881.9062,1285.95736,2638.19465
18/01/2014,416.10991,700.94624,1338.97249
19/01/2014,278.99605,570.85637,998.64437
20/01/2014,797.12898,951.62287,2173.87022
21/01/2014,265.25635,565.96422,972.68492
22/01/2014,345.67265,656.48986,1186.5139
23/01/2014,2186.17234,1576.82772,4928.91191
24/01/2014,764.30317,970.92558,2142.84069
25/01/2014,1277.95083,1293.59207,3253.08935
26/01/2014,256.93614,605.7898,999.75302
27/01/2014,708.69125,1017.58401,2104.22877
28/01/2014,1715.15725,1362.16377,3992.03491
29/01/2014,534.27889,837.05568,1656.27188
30/01/2014,569.73307,887.93358,1761.51211
31/01/2014,289.81009,531.61172,975.98093
01/02/2014,284.77576,495.66056,932.3106
02/02/2014,248.48659,467.64642,848.6539
03/02/2014,206.2021,400.20177,716.3739
04/02/2014,442.47937,708.32465,1386.78356
05/02/2014,344.90175,566.52539,1095.36734
06/02/2014,2144.39102,1520.81284,4808.8332
07/02/2014,2748.98697,1814.81526,6029.86977
08/02/2014,179.74778,398.67545,674.28488
09/02/2014,574.85575,901.16505,1782.59823
10/02/2014,1914.80705,1599.2231,4535.21964
11/02/2014,885.33074,1059.00434,2416.49253
12/02/2014,561.84475,817.35708,1678.84037
13/02/2014,929.19205,1145.14765,2569.8889
14/02/2014,1762.69799,1502.38653,4205.1524
15/02/2014,1055.91494,1127.92527,2746.97224
16/02/2014,979.16377,1164.5426,2665.90612
17/02/2014,2424.69768,1556.8112,5274.62909
18/02/2014,2877.16583,1619.51524,6031.10794
19/02/2014,1416.04128,1272.0031,3443.23618
20/02/2014,647.78769,895.1281,1888.38864
21/02/2014,457.08693,720.47507,1421.33191
22/02/2014,512.98833,729.06764,1515.63875
23/02/2014,148.78969,365.15857,593.29957
24/02/2014,950.73699,991.1729,2448.94925
25/02/2014,175.96952,332.83717,602.6533
26/02/2014,466.95733,597.28762,1313.27886
27/02/2014,1537.68048,1329.11963,3686.86349
28/02/2014,1101.11646,1172.03212,2860.38713
01/03/2014,564.90324,835.28585,1701.45865
02/03/2014,223.09925,495.46041,837.54113
03/03/2014,1846.81144,1453.48471,4285.22273
04/03/2014,1515.06114,1385.9913,3709.05264
05/03/2014,907.21119,1030.03555,2421.07328
06/03/2014,1277.61731,1253.80489,3212.79073
07/03/2014,1631.36259,1451.65159,3953.03932
08/03/2014,314.23394,576.23863,1058.0573
09/03/2014,584.92133,792.73286,1689.59972
10/03/2014,1637.72488,1368.81467,3879.95779
11/03/2014,1276.40325,1295.86029,3252.98464
12/03/2014,1629.77749,1400.47005,3899.42736
13/03/2014,2445.33259,1749.42881,5498.88648
14/03/2014,967.37274,1066.82312,2550.1073
15/03/2014,1045.7746,1219.02257,2822.52123
16/03/2014,719.0984,1070.05955,2172.66173
17/03/2014,1755.60926,1498.90691,4190.80357
18/03/2014,1299.7045,1317.42817,3310.28058
19/03/2014,893.13886,1162.7235,2532.18394
20/03/2014,618.74812,809.14481,1757.87869
21/03/2014,759.85505,982.19611,2147.29094
22/03/2014,1018.94172,1169.33789,2731.69342
23/03/2014,638.58185,880.8653,1860.01047
24/03/2014,592.2779,765.88486,1674.03165
25/03/2014,410.89762,803.09302,1433.12726
26/03/2014,1669.67343,1556.34757,4116.47775
27/03/2014,1033.56734,1580.52475,3165.30591
28/03/2014,1636.44324,1773.54973,4282.72772
29/03/2014,1051.53212,1641.70595,3254.03274
30/03/2014,545.03136,1553.26939,2388.97246
31/03/2014,1557.05355,1685.61281,4073.06164
01/04/2014,1723.2751,1713.65628,4355.97456
02/04/2014,1245.2615,1463.03381,3372.40815
03/04/2014,570.54259,1051.9155,1926.73521
04/04/2014,1096.86171,1472.88477,3154.71594
05/04/2014,774.67125,1002.64183,2190.4545
06/04/2014,183.70911,384.66019,666.34354
07/04/2014,1746.62891,1565.15702,4243.284
08/04/2014,1713.89872,1523.30113,4151.24254
09/04/2014,1102.16367,1171.3817,2861.34242
10/04/2014,1192.57629,954.80448,2783.39593
11/04/2014,,,
12/04/2014,926.69403,1083.94461,2504.85559
13/04/2014,600.73152,909.01492,1830.12369
14/04/2014,1317.84355,1242.13562,3262.80086
15/04/2014,759.52993,842.40365,2006.99996
16/04/2014,503.24949,918.48418,1690.12263
17/04/2014,1097.17011,1112.32818,2794.63217
18/04/2014,1090.50742,986.66738,2658.75545
19/04/2014,223.48529,490.56102,833.2337
20/04/2014,449.96599,877.43428,1567.37247
21/04/2014,899.82989,1126.71862,2506.43853
22/04/2014,1871.22307,1889.10424,4758.27291
23/04/2014,834.46836,1195.30501,2474.80527
24/04/2014,827.25002,1181.84962,2450.28198
25/04/2014,1506.55662,1828.69986,4138.7211
26/04/2014,666.16287,1284.14973,2305.58523
27/04/2014,793.90461,1354.94603,2572.24937
28/04/2014,1867.68437,1999.07616,4862.81891
29/04/2014,207.54054,524.93344,843.15782
30/04/2014,,,
01/05/2014,,,
02/05/2014,,,
03/05/2014,,,
04/05/2014,,,
05/05/2014,,,
06/05/2014,,,
07/05/2014,,,
08/05/2014,,,
09/05/2014,,,
10/05/2014,,,
11/05/2014,,,
12/05/2014,,,
13/05/2014,460.9918,670.53972,1377.38394
14/05/2014,1012.90426,1074.10654,2627.20475
15/05/2014,1583.75151,1395.77361,3824.15865
16/05/2014,1041.87489,1147.98227,2745.50149
17/05/2014,361.41952,736.9739,1291.14278
18/05/2014,131.3539,488.07175,689.47824
19/05/2014,835.08543,1712.00418,2992.45068
20/05/2014,303.5445,554.45862,1019.88702
21/05/2014,1515.43208,1420.31256,3743.94268
22/05/2014,1216.52579,1274.62947,3139.94301
23/05/2014,1659.06273,1362.21765,3906.07838
24/05/2014,1259.55516,1322.66926,3253.96021
25/05/2014,516.84187,1145.76444,1938.24416
26/05/2014,466.18732,1120.30459,1835.11517
27/05/2014,903.40373,1246.90729,2632.10697
28/05/2014,1264.80025,1325.3794,3264.71274
29/05/2014,1023.86576,1362.83366,2932.73922
30/05/2014,874.46647,1088.80159,2429.63138
31/05/2014,685.29335,1023.57144,2074.33989
01/06/2014,223.79932,481.29226,824.44639
02/06/2014,316.60238,574.0675,1059.51768
03/06/2014,627.09567,763.03172,1724.565
04/06/2014,1442.27648,1350.24717,3561.70695
05/06/2014,1878.80156,1804.04293,4684.83182
06/06/2014,856.38029,1028.70633,2341.80447
07/06/2014,312.75662,690.28772,1169.84119
08/06/2014,176.12313,402.60451,672.65625
09/06/2014,545.48278,885.33357,1721.7288
10/06/2014,978.17853,1036.69057,2536.54336
11/06/2014,1695.64523,1412.15114,4012.10418
12/06/2014,1590.43163,1366.34484,3804.97262
13/06/2014,1234.41812,1307.21146,3199.95949
14/06/2014,1421.29087,1337.97513,3517.2574
15/06/2014,857.7674,816.28387,2131.50883
16/06/2014,1333.94723,1096.01678,3141.37401
17/06/2014,1800.43328,909.13557,3669.76143
18/06/2014,1343.52732,841.98403,2902.03054
19/06/2014,1190.52085,972.64315,2798.08299
20/06/2014,1601.39745,1141.82194,3597.26379
21/06/2014,1222.5119,1056.79442,2931.28652
22/06/2014,727.97023,726.90667,1843.11214
23/06/2014,1550.02108,1162.45608,3539.1219
24/06/2014,1323.13596,1189.04525,3217.82542
25/06/2014,1068.02797,1268.9197,2906.53974
26/06/2014,1264.20541,1247.30557,3185.7268
27/06/2014,1380.9927,1242.18532,3359.67792
28/06/2014,902.37905,939.29379,2322.92237
29/06/2014,608.61862,742.97981,1676.18194
30/06/2014,1491.82674,1387.83672,3675.27244
01/07/2014,1054.52034,909.08792,2525.99654
02/07/2014,581.89456,873.14632,1765.37217
03/07/2014,671.96592,729.89541,1760.22882
04/07/2014,470.88172,543.18762,1265.19621
05/07/2014,865.03053,890.98532,2217.34693
06/07/2014,268.93078,473.11443,885.46918
07/07/2014,,,
08/07/2014,,,
09/07/2014,,,
10/07/2014,,,
11/07/2014,,,
12/07/2014,,,
13/07/2014,,,
14/07/2014,,,
15/07/2014,1580.8589,1174.18749,3598.13735
16/07/2014,482.69918,646.21417,1386.3426
17/07/2014,1079.69864,819.69624,2475.21104
18/07/2014,1123.78901,1231.23481,2954.35396
19/07/2014,1482.22386,1520.78732,3793.49889
20/07/2014,840.23795,1473.39972,2761.74662
21/07/2014,966.90001,891.01925,2373.57855
22/07/2014,847.83578,873.35411,2173.35084
23/07/2014,494.91263,667.86861,1426.72404
24/07/2014,2127.23836,1529.54706,4791.26702
25/07/2014,1248.48715,1315.0288,3229.34903
26/07/2014,533.77974,940.3114,1758.76225
27/07/2014,474.3347,687.58282,1414.88581
28/07/2014,886.79372,751.94082,2111.6722
29/07/2014,1433.52606,1067.43878,3265.48141
30/07/2014,1334.27162,1087.53326,3133.38789
31/07/2014,1169.7769,1005.724,2799.3569
01/08/2014,951.55562,931.7069,2390.73848
02/08/2014,1218.30788,1327.31853,3195.3645
03/08/2014,180.4182,433.75675,710.39414
04/08/2014,1170.26573,986.22478,2780.60719
05/08/2014,650.97825,659.76136,1657.91408
06/08/2014,1279.7554,1408.93428,3371.19849
07/08/2014,1015.94592,912.7475,2470.50948
08/08/2014,776.63198,777.28447,1968.10355
09/08/2014,1280.29027,1106.12037,3069.20472
10/08/2014,529.79597,731.17631,1543.51883
11/08/2014,994.86855,923.62673,2449.07052
12/08/2014,1903.03056,1337.91759,4255.85708
13/08/2014,1049.69619,972.91217,2582.42392
14/08/2014,24.57701,41.52691,79.21112
15/08/2014,836.61339,734.46932,2017.25861
16/08/2014,900.0991,954.55633,2334.689
17/08/2014,480.89085,584.10077,1321.45638
18/08/2014,1019.37984,911.46467,2474.49195
19/08/2014,1117.40879,940.1984,2653.53464
20/08/2014,1567.12771,1334.45438,3737.34996
21/08/2014,1582.56332,1167.07224,3593.63545
22/08/2014,1261.76307,1157.28866,3091.96505
23/08/2014,1154.37513,1131.50958,2901.52673
24/08/2014,892.44308,1030.42154,2398.81514
25/08/2014,1075.27134,1122.79816,2771.52456
26/08/2014,1821.56181,1435.06351,4228.08601
27/08/2014,888.34733,780.27274,2142.38633
28/08/2014,485.94829,771.19844,1516.30873
29/08/2014,514.90416,643.55677,1433.06544
30/08/2014,1545.19557,1358.96099,3728.22783
31/08/2014,434.5189,622.80724,1289.06024
01/09/2014,1737.99457,1178.57783,3843.46566
02/09/2014,900.86484,777.10422,2158.41104
03/09/2014,141.44767,210.93281,427.81621
04/09/2014,295.85333,686.64488,1140.28034
05/09/2014,2627.24612,1759.52185,5787.9097
06/09/2014,1854.08786,1345.19306,4188.08815
07/09/2014,553.44333,646.25176,1494.85303
08/09/2014,1572.4861,1129.11894,3540.23066
09/09/2014,1569.80564,1154.26806,3561.26977
10/09/2014,810.64419,779.78473,2022.75516
11/09/2014,399.65998,631.95405,1244.75749
12/09/2014,433.02391,693.50088,1357.46159
13/09/2014,1182.05843,1167.83897,2980.30326
14/09/2014,587.47956,999.16668,1899.9561
15/09/2014,1279.61526,1256.26579,3218.31515
16/09/2014,517.08254,1023.30417,1816.15305
17/09/2014,2821.64125,1822.05293,6148.50915
18/09/2014,1051.98293,1582.15835,3195.17631
19/09/2014,1492.56763,1627.5431,3916.11482
20/09/2014,1226.05965,1213.03167,3092.96354
21/09/2014,884.82861,1085.2035,2441.92177
22/09/2014,1013.48156,959.3344,2513.31778
23/09/2014,1515.11911,1142.79318,3465.94343
24/09/2014,1701.39215,1354.47252,3963.23745
25/09/2014,1624.33394,1139.7783,3630.38894
26/09/2014,1813.4002,1381.6093,4162.1175
27/09/2014,606.77239,771.20163,1701.57299
28/09/2014,769.57269,786.69907,1966.69408
29/09/2014,1135.29821,935.63485,2676.40112
30/09/2014,792.51977,751.11,1966.29004
01/10/2014,2167.95969,1476.70518,4800.86367
02/10/2014,865.29932,699.3909,2026.16464
03/10/2014,764.45574,910.15429,2082.3034
04/10/2014,1929.38132,1544.50569,4502.84913
05/10/2014,239.94923,383.02546,750.94248
06/10/2014,218.27119,449.83419,784.51202
07/10/2014,1240.83161,1459.58927,3362.17119
08/10/2014,1569.9759,1299.31346,3706.57625
09/10/2014,3073.31147,1789.56785,6501.91305
10/10/2014,2116.63909,1324.0263,4569.49437
11/10/2014,1795.60425,1249.8079,4003.02938
12/10/2014,1236.77914,1089.33213,2985.70033
13/10/2014,1772.21925,1298.93592,4016.30085
14/10/2014,1723.13718,1419.85036,4061.95716
15/10/2014,2024.22685,1427.68573,4531.45694
16/10/2014,912.10644,1219.4328,2617.97648
17/10/2014,367.24837,484.35545,1047.46176
18/10/2014,241.66877,406.95739,777.51092
19/10/2014,439.39583,579.94157,1253.6725
20/10/2014,1028.1157,863.12338,2439.54546
21/10/2014,764.22841,766.53159,1938.33215
22/10/2014,1563.20578,1250.06641,3646.94848
23/10/2014,720.90928,764.14,1869.51883
24/10/2014,1041.76057,1012.83784,2610.18176
25/10/2014,353.44938,522.17883,1064.12695
26/10/2014,159.69151,309.09745,553.95435
27/10/2014,398.54623,499.48906,1110.58478
28/10/2014,2331.95968,1531.29256,5106.91417
29/10/2014,2907.65442,1697.09131,6155.43259
30/10/2014,747.57737,825.0004,1971.26969
31/10/2014,416.75173,619.5418,1258.55219
01/11/2014,411.08409,596.01835,1226.33854
02/11/2014,350.87753,603.67158,1141.67628
03/11/2014,2775.47212,1625.083,5880.74755
04/11/2014,2594.46184,1624.64469,5602.76407
05/11/2014,2514.60377,1781.8506,5637.52263
06/11/2014,271.55337,583.3785,999.75445
07/11/2014,1887.92336,1344.42916,4239.20461
08/11/2014,792.01887,1039.11573,2253.52779
09/11/2014,1716.64132,1377.54237,4009.689
10/11/2014,4136.2913,1594.95108,7937.17592
11/11/2014,340.24638,586.34541,1108.0493
12/11/2014,426.25274,647.7153,1301.29371
13/11/2014,289.35249,547.5223,991.18994
14/11/2014,525.65163,706.63496,1512.62291
15/11/2014,2679.94369,1508.008,5617.19771
16/11/2014,1117.14757,1068.82373,2781.75946
17/11/2014,1345.81436,935.50273,2999.05597
18/11/2014,1282.80096,1081.24034,3048.17439
19/11/2014,789.10799,1050.88898,2260.83763
20/11/2014,898.44074,1084.60428,2462.19411
21/11/2014,594.3818,756.035,1667.40775
22/11/2014,1049.88661,941.42191,2551.2256
23/11/2014,1552.98267,1410.24342,3791.4503
24/11/2014,2452.17571,1706.66992,5466.62023
25/11/2014,3437.60032,1679.49153,6950.40511
26/11/2014,3528.65225,1918.62876,7329.15345
27/11/2014,2057.8256,1269.33757,4424.62613
28/11/2014,962.61761,853.04035,2329.03343
29/11/2014,463.89074,524.88306,1236.17231
30/11/2014,1811.73798,1373.93538,4151.89488
01/12/2014,1078.87615,1025.9826,2680.23633
02/12/2014,2687.20071,1681.40114,5801.7181
03/12/2014,4015.13418,1503.75174,7660.20495
04/12/2014,4190.05273,1874.66295,8299.32085
05/12/2014,2921.99412,1879.60629,6359.93478
06/12/2014,1046.31134,1130.56752,2734.88919
07/12/2014,1063.43186,1191.5108,2822.08356
08/12/2014,1992.47176,1525.214,4580.29471
09/12/2014,996.66016,1041.76905,2569.95997
10/12/2014,1407.01387,1256.29002,3413.6812
11/12/2014,2377.62428,1642.99513,5288.63483
12/12/2014,2642.00334,1783.14744,5834.16271
13/12/2014,1737.52059,1356.92066,4021.08179
14/12/2014,569.86768,738.03039,1611.81534
15/12/2014,2447.57586,1746.33581,5499.23309
16/12/2014,2705.24901,1707.22996,5855.22059
17/12/2014,3648.11415,1926.80024,7520.4973
18/12/2014,3304.19657,1886.71219,6953.07624
19/12/2014,2469.18596,1777.09787,5563.13021
20/12/2014,1663.64669,1395.55303,3946.44235
21/12/2014,1086.42388,985.33753,2651.16423
22/12/2014,2724.71584,1802.73972,5980.57908
23/12/2014,3609.58238,2082.26355,7616.87931
24/12/2014,1793.05621,1352.03359,4101.34813
25/12/2014,393.34966,793.66137,1396.78913
26/12/2014,1348.64967,1161.85554,3229.75622
27/12/2014,1826.78498,1422.92725,4223.95851
28/12/2014,1237.47389,1320.69185,3218.12533
29/12/2014,3255.49231,1836.38649,6828.07176
30/12/2014,4679.04868,1882.8255,9057.26676
31/12/2014,533.66447,682.49554,1500.76967
01/01/2015,237.36357,469.31875,833.27115
02/01/2015,908.82334,960.63187,2354.14153
03/01/2015,2076.03762,1661.45523,4844.66854
04/01/2015,1222.79358,1381.197,3256.12098
05/01/2015,1072.48301,1010.65887,2655.10989
06/01/2015,2089.82632,1468.8161,4673.17175
07/01/2015,544.03205,728.02421,1562.19502
08/01/2015,1936.16083,1275.10727,4243.8458
09/01/2015,1171.594,1076.27784,2872.69692
10/01/2015,1249.62146,1084.58163,3000.64111
11/01/2015,663.41061,900.61793,1917.83334
12/01/2015,1188.60697,1193.44814,3015.95338
13/01/2015,1094.52706,1164.69625,2842.94766
14/01/2015,716.27816,868.39677,1966.6746
15/01/2015,440.58462,565.89441,1241.4481
16/01/2015,2226.89285,1647.2036,5061.72499
17/01/2015,2601.18138,1977.60358,5966.02608
18/01/2015,620.12669,803.26242,1754.11008
19/01/2015,2992.35067,1825.96976,6414.1768
20/01/2015,2004.71345,1302.49171,4376.34283
21/01/2015,4718.02389,2320.90165,9555.10406
22/01/2015,2269.13224,1363.60549,4842.89309
23/01/2015,1720.43696,1500.77846,4138.74501
24/01/2015,1832.74634,1674.43009,4484.60197
25/01/2015,537.74722,769.83352,1594.36774
26/01/2015,2352.03257,1817.05494,5423.45458
27/01/2015,2168.23172,1506.39628,4830.97184
28/01/2015,1754.59543,1422.649,4112.99112
29/01/2015,2975.50392,1834.97907,6397.35474
30/01/2015,1576.52651,1263.555,3680.8619
31/01/2015,718.27164,752.72959,1854.06407
01/02/2015,547.23283,692.45476,1531.53336
02/02/2015,1790.63032,1575.87705,4321.47194
03/02/2015,1807.56911,1400.8683,4172.43559
04/02/2015,1625.22785,1346.58122,3838.56251
05/02/2015,2139.48334,1715.82952,4996.32483
06/02/2015,3133.68263,1984.64445,6789.55749
07/02/2015,1223.61502,1247.36439,3123.54792
08/02/2015,1953.51772,1525.38356,4520.73564
09/02/2015,5062.27476,2422.29253,10184.33887
10/02/2015,4167.20864,1887.53792,8277.16867
11/02/2015,3814.19798,1706.20276,7554.55813
12/02/2015,2192.08216,1394.52009,4755.66589
13/02/2015,833.34881,1104.72425,2382.50789
14/02/2015,1271.10648,1300.28006,3249.28282
15/02/2015,146.47106,498.92279,723.50867
16/02/2015,1547.8149,1387.80658,3761.08968
17/02/2015,1294.54034,1192.0949,3177.02905
18/02/2015,536.12946,632.09435,1454.14802
19/02/2015,1155.0625,1143.69876,2914.76985
20/02/2015,2400.96635,1843.9648,5525.39517
21/02/2015,1549.45972,1497.99335,3873.79841
22/02/2015,530.98602,754.76143,1568.92862
23/02/2015,518.99311,684.36296,1480.14129
24/02/2015,1531.10543,1382.38339,3730.04562
25/02/2015,1605.76487,1268.95525,3731.0937
26/02/2015,1917.70809,1568.85964,4509.30433
27/02/2015,1207.06086,1077.55302,2928.35387
28/02/2015,372.83271,568.58324,1140.2521
01/03/2015,608.90443,829.49492,1763.13534
02/03/2015,1647.8097,1452.81213,3979.41845
03/03/2015,1606.60796,1415.52684,3878.95802
04/03/2015,1470.85275,1303.82267,3559.09876
05/03/2015,1471.85807,1239.20867,3496.02626
06/03/2015,526.61173,802.29391,1609.75399
07/03/2015,298.64836,457.56881,915.48986
08/03/2015,792.86528,1017.78677,2233.49655
09/03/2015,401.42532,640.3635,1255.87374
10/03/2015,2445.86958,1785.7945,5536.07551
11/03/2015,1069.90185,1166.87856,2807.37183
12/03/2015,760.04768,1161.53583,2326.926
13/03/2015,1788.85357,1644.05402,4386.92455
14/03/2015,402.47689,845.92728,1463.04992
15/03/2015,817.94152,1177.34665,2431.50613
16/03/2015,1661.85024,1332.11012,3880.24499
17/03/2015,2494.99241,1746.05752,5571.65917
18/03/2015,2822.60674,1580.50388,5908.44055
19/03/2015,1906.08062,1401.94155,4324.5578
20/03/2015,1834.78913,1375.88409,4189.18814
21/03/2015,828.72058,951.35321,2222.04037
22/03/2015,574.22158,709.14545,1589.60625
23/03/2015,1916.61479,1546.80976,4485.57813
24/03/2015,2145.86917,1659.08118,4949.36801
25/03/2015,1391.28927,1139.19864,3272.47911
26/03/2015,1347.97458,1129.27325,3196.13878
27/03/2015,1917.55829,1632.94734,4573.16239
28/03/2015,867.01976,1032.16302,2361.57477
29/03/2015,874.60843,1089.65022,2430.69778
30/03/2015,1707.48136,1941.45766,4559.55921
31/03/2015,2462.55519,2886.59238,6662.45767
01/04/2015,1737.58473,1851.68027,4515.93972
02/04/2015,1631.58826,1379.5994,3881.33318
03/04/2015,642.98679,946.75687,1932.65617
04/04/2015,1811.9781,1548.19186,4326.5195
05/04/2015,1204.44716,1148.48225,2995.27543
06/04/2015,1163.19335,985.40864,2768.94686
07/04/2015,2167.83891,1682.90742,5006.88073
08/04/2015,658.55527,927.70611,1937.47677
09/04/2015,1042.73815,1229.26862,2828.11147
10/04/2015,660.43032,1096.11638,2108.76202
11/04/2015,1027.59665,1120.24133,2695.86748
12/04/2015,621.49788,789.58744,1742.53756
13/04/2015,753.72085,787.29292,1942.9821
14/04/2015,1067.02585,996.39226,2632.47577
15/04/2015,1695.00065,1457.91055,4056.87536
16/04/2015,1116.81954,1180.13492,2892.56764
17/04/2015,1762.33409,1644.06883,4346.27673
18/04/2015,948.73109,1088.97431,2543.67506
19/04/2015,570.21799,934.05958,1808.38159
20/04/2015,812.79726,1038.48338,2284.75506
21/04/2015,1379.03464,1288.97768,3403.46794
22/04/2015,1242.45422,1194.27707,3099.34697
23/04/2015,1405.02317,1081.69471,3236.03356
24/04/2015,1070.38931,1218.02711,2859.26783
25/04/2015,1076.57573,975.58013,2626.30653
26/04/2015,721.76741,736.9857,1843.6803
27/04/2015,1071.03656,845.19847,2487.4316
28/04/2015,1880.12765,1416.26108,4299.08329
29/04/2015,1051.35667,1056.78741,2668.84516
30/04/2015,1169.03734,1018.75719,2811.25611
01/05/2015,1581.83523,1385.87816,3811.32502
02/05/2015,897.41572,1086.94994,2462.9682
03/05/2015,306.17848,891.58697,1361.05406
04/05/2015,605.01557,842.70855,1770.38611
05/05/2015,1138.89338,1454.01701,3200.29592
06/05/2015,693.42241,832.73935,1895.97218
07/05/2015,1770.22918,1508.69621,4223.00974
08/05/2015,728.74378,892.8341,2010.22558
09/05/2015,739.00111,1158.59251,2291.71179
10/05/2015,194.09235,454.54836,752.15247
11/05/2015,427.63684,595.20073,1250.90138
12/05/2015,824.40396,915.48953,2179.558
13/05/2015,1301.72272,1099.31395,3095.26095
14/05/2015,1441.43238,1376.48075,3586.64623
15/05/2015,548.9885,779.06517,1620.83579
16/05/2015,1241.27733,1310.27498,3213.54027
17/05/2015,584.7762,778.32216,1674.96655
18/05/2015,1184.72992,1171.06951,2987.63004
19/05/2015,1321.24081,1251.93765,3277.81192
20/05/2015,1127.08763,1071.59625,2799.77313
21/05/2015,1124.89415,1077.09257,2801.90624
22/05/2015,1482.4541,1278.89898,3551.96354
23/05/2015,521.20917,765.50668,1564.68288
24/05/2015,772.42764,908.20242,2092.57493
25/05/2015,1402.59311,1173.54174,3324.15456
26/05/2015,1481.80272,1244.60368,3516.66947
27/05/2015,767.23119,922.01594,2098.42066
28/05/2015,1718.24922,1338.91466,3973.52668
29/05/2015,1781.85342,1369.90304,4102.04013
30/05/2015,1151.89342,1202.49282,2968.70477
31/05/2015,720.52603,813.71615,1918.50733
01/06/2015,461.02466,525.99137,1232.88595
02/06/2015,1371.73014,1192.49668,3295.78691
03/06/2015,1429.37952,1138.58028,3330.26495
04/06/2015,273.69868,502.39255,922.05802
05/06/2015,429.65753,772.58628,1431.3853
06/06/2015,653.65921,702.55529,1704.81878
07/06/2015,666.25652,797.69882,1819.2779
08/06/2015,1183.9218,1159.47355,2974.79497
09/06/2015,929.10505,799.23568,2223.84353
10/06/2015,1025.6549,927.68079,2500.32965
11/06/2015,851.27039,818.76643,2124.02951
12/06/2015,1206.92907,1235.34479,3085.94352
13/06/2015,1268.07328,1107.56909,3051.92098
14/06/2015,712.19648,759.19255,1851.21188
15/06/2015,1005.70475,1000.13106,2542.19015
16/06/2015,504.5082,743.55643,1517.12486
17/06/2015,1728.3279,1189.22468,3839.29054
18/06/2015,1692.39758,1272.17445,3867.14782
19/06/2015,1932.29846,1339.44951,4302.26582
20/06/2015,808.58531,862.34658,2102.16011
21/06/2015,953.21899,937.70369,2399.28576
22/06/2015,1059.24063,852.07182,2476.21816
23/06/2015,1820.84483,1291.4392,4083.36232
24/06/2015,1593.80122,1091.0349,3534.8293
25/06/2015,1030.16629,1061.87898,2641.44523
26/06/2015,808.59031,851.01358,2090.83474
27/06/2015,1485.62983,1270.1923,3548.12625
28/06/2015,456.27502,531.36263,1230.97458
29/06/2015,865.37739,773.29405,2100.18751
30/06/2015,399.24898,633.89891,1246.07217
01/07/2015,359.22804,805.83459,1356.64319
02/07/2015,760.28228,1147.15113,2312.901
03/07/2015,874.01659,883.04542,2223.18548
04/07/2015,1307.09474,1368.69146,3372.87546
05/07/2015,803.87,744.34948,1976.93292
06/07/2015,694.39159,698.67198,1763.39083
07/07/2015,375.49219,357.33836,933.08501
08/07/2015,753.30995,562.85593,1717.91507
09/07/2015,1334.32122,1075.99992,3121.93057
10/07/2015,428.84398,653.05005,1310.60168
11/07/2015,510.46637,602.40324,1385.10741
12/07/2015,590.82303,634.47585,1540.3919
13/07/2015,1245.03742,986.27976,2895.31052
14/07/2015,1479.0474,1103.71971,3371.56075
15/07/2015,1412.76497,1049.48803,3215.69741
16/07/2015,636.36002,837.89161,1813.62999
17/07/2015,464.07085,691.99702,1403.56239
18/07/2015,890.26579,886.35386,2251.40904
19/07/2015,697.96705,802.65333,1872.85452
20/07/2015,389.29459,592.75773,1189.66777
21/07/2015,969.75292,972.137,2459.07065
22/07/2015,794.65692,772.71966,1991.1766
23/07/2015,973.79735,871.86397,2364.99908
24/07/2015,982.2182,921.57256,2427.61947
25/07/2015,1209.83643,1055.18888,2910.24552
26/07/2015,373.2797,727.77162,1300.12579
27/07/2015,1009.78748,937.83804,2486.15726
